UTCTIME,UNIXTIME,Altitude AGL
Jun 11 2025 18:32:22.299 UTC,1749684742,92.9
Jun 11 2025 18:32:22.399 UTC,1749684742,128
Jun 11 2025 18:32:24.799 UTC,1749684745,1504.4
Jun 11 2025 18:32:24.899 UTC,1749684745,1655.8
Jun 11 2025 18:32:25.199 UTC,1749684745,1967.4
Jun 11 2025 18:32:25.299 UTC,1749684745,2075.3
Jun 11 2025 18:32:25.399 UTC,1749684745,2205.8
Jun 11 2025 18:32:25.499 UTC,1749684745,2312.2
Jun 11 2025 18:32:25.599 UTC,1749684746,2402
Jun 11 2025 18:32:25.699 UTC,1749684746,2481.8
Jun 11 2025 18:32:25.799 UTC,1749684746,2560
Jun 11 2025 18:32:25.899 UTC,1749684746,2636.9
Jun 11 2025 18:32:26.000 UTC,1749684746,2715.3
Jun 11 2025 18:32:26.199 UTC,1749684746,2862
Jun 11 2025 18:32:26.299 UTC,1749684746,2943.2
Jun 11 2025 18:32:26.399 UTC,1749684746,3021.5
Jun 11 2025 18:32:26.499 UTC,1749684746,3096.7
Jun 11 2025 18:32:26.599 UTC,1749684747,3166.7
Jun 11 2025 18:32:26.699 UTC,1749684747,3237
Jun 11 2025 18:32:26.799 UTC,1749684747,3306.5
Jun 11 2025 18:32:26.899 UTC,1749684747,3374.9
Jun 11 2025 18:32:27.000 UTC,1749684747,3443.8
Jun 11 2025 18:32:27.199 UTC,1749684747,3577.4
Jun 11 2025 18:32:27.299 UTC,1749684747,3645.6
Jun 11 2025 18:32:27.399 UTC,1749684747,3713.6
Jun 11 2025 18:32:27.499 UTC,1749684747,3781.1
Jun 11 2025 18:32:27.599 UTC,1749684748,3846.2
Jun 11 2025 18:32:27.699 UTC,1749684748,3911.1
Jun 11 2025 18:32:27.799 UTC,1749684748,3976.5
Jun 11 2025 18:32:27.899 UTC,1749684748,4041.2
Jun 11 2025 18:32:28.000 UTC,1749684748,4105.1
Jun 11 2025 18:32:28.199 UTC,1749684748,4229.5
Jun 11 2025 18:32:28.299 UTC,1749684748,4292.4
Jun 11 2025 18:32:28.399 UTC,1749684748,4354.6
Jun 11 2025 18:32:28.499 UTC,1749684748,4415.6
Jun 11 2025 18:32:28.599 UTC,1749684749,4476.1
Jun 11 2025 18:32:28.699 UTC,1749684749,4537.8
Jun 11 2025 18:32:28.799 UTC,1749684749,4599.5
Jun 11 2025 18:32:28.899 UTC,1749684749,4660.8
Jun 11 2025 18:32:29.000 UTC,1749684749,4721.3
Jun 11 2025 18:32:29.299 UTC,1749684749,4892.4
Jun 11 2025 18:32:29.399 UTC,1749684749,4949.8
Jun 11 2025 18:32:29.499 UTC,1749684749,5006.9
Jun 11 2025 18:32:29.599 UTC,1749684750,5063.7
Jun 11 2025 18:32:29.699 UTC,1749684750,5120
Jun 11 2025 18:32:29.799 UTC,1749684750,5175.1
Jun 11 2025 18:32:29.899 UTC,1749684750,5228.8
Jun 11 2025 18:32:30.000 UTC,1749684750,5282.3
Jun 11 2025 18:32:30.299 UTC,1749684750,5438.9
Jun 11 2025 18:32:30.499 UTC,1749684750,5542.3
Jun 11 2025 18:32:30.699 UTC,1749684751,5644.2
Jun 11 2025 18:32:30.899 UTC,1749684751,5740.7
Jun 11 2025 18:32:31.000 UTC,1749684751,5787.8
Jun 11 2025 18:32:31.299 UTC,1749684751,5930.8
Jun 11 2025 18:32:31.499 UTC,1749684751,6025.1
Jun 11 2025 18:32:31.699 UTC,1749684752,6118.6
Jun 11 2025 18:32:31.899 UTC,1749684752,6205.1
Jun 11 2025 18:32:32.000 UTC,1749684752,6246.7
Jun 11 2025 18:32:32.199 UTC,1749684752,6333.1
Jun 11 2025 18:32:32.399 UTC,1749684752,6418.4
Jun 11 2025 18:32:32.599 UTC,1749684753,6502.5
Jun 11 2025 18:32:32.699 UTC,1749684753,6544.1
Jun 11 2025 18:32:32.799 UTC,1749684753,6585.7
Jun 11 2025 18:32:32.899 UTC,1749684753,6626.4
Jun 11 2025 18:32:33.000 UTC,1749684753,6666.8
Jun 11 2025 18:32:33.199 UTC,1749684753,6747.2
Jun 11 2025 18:32:33.299 UTC,1749684753,6786.5
Jun 11 2025 18:32:33.399 UTC,1749684753,6825.3
Jun 11 2025 18:32:33.499 UTC,1749684753,6864.1
Jun 11 2025 18:32:33.599 UTC,1749684754,6902.6
Jun 11 2025 18:32:33.699 UTC,1749684754,6940.5
Jun 11 2025 18:32:33.799 UTC,1749684754,6978
Jun 11 2025 18:32:34.000 UTC,1749684754,7052.5
Jun 11 2025 18:32:34.199 UTC,1749684754,7126.8
Jun 11 2025 18:32:34.299 UTC,1749684754,7163.5
Jun 11 2025 18:32:34.399 UTC,1749684754,7198.9
Jun 11 2025 18:32:34.499 UTC,1749684754,7235.2
Jun 11 2025 18:32:34.599 UTC,1749684755,7271
Jun 11 2025 18:32:34.699 UTC,1749684755,7306.2
Jun 11 2025 18:32:34.799 UTC,1749684755,7340.9
Jun 11 2025 18:32:34.899 UTC,1749684755,7374.4
Jun 11 2025 18:32:35.000 UTC,1749684755,7407.1
Jun 11 2025 18:32:35.199 UTC,1749684755,7474.4
Jun 11 2025 18:32:35.299 UTC,1749684755,7508.3
Jun 11 2025 18:32:35.399 UTC,1749684755,7541.4
Jun 11 2025 18:32:35.499 UTC,1749684755,7574
Jun 11 2025 18:32:35.599 UTC,1749684756,7605.9
Jun 11 2025 18:32:35.699 UTC,1749684756,7637.4
Jun 11 2025 18:32:35.799 UTC,1749684756,7667.7
Jun 11 2025 18:32:35.899 UTC,1749684756,7697.6
Jun 11 2025 18:32:36.000 UTC,1749684756,7727.2
Jun 11 2025 18:32:36.199 UTC,1749684756,7785.8
Jun 11 2025 18:32:36.299 UTC,1749684756,7814.6
Jun 11 2025 18:32:36.399 UTC,1749684756,7843.3
Jun 11 2025 18:32:36.499 UTC,1749684756,7871.6
Jun 11 2025 18:32:36.599 UTC,1749684757,7899.4
Jun 11 2025 18:32:36.699 UTC,1749684757,7927.8
Jun 11 2025 18:32:36.799 UTC,1749684757,7954.5
Jun 11 2025 18:32:36.899 UTC,1749684757,7980.9
Jun 11 2025 18:32:37.000 UTC,1749684757,8006.7
Jun 11 2025 18:32:37.199 UTC,1749684757,8058
Jun 11 2025 18:32:37.299 UTC,1749684757,8082.9
Jun 11 2025 18:32:37.399 UTC,1749684757,8107.4
Jun 11 2025 18:32:37.499 UTC,1749684757,8132
Jun 11 2025 18:32:37.599 UTC,1749684758,8157.6
Jun 11 2025 18:32:37.699 UTC,1749684758,8182.4
Jun 11 2025 18:32:37.799 UTC,1749684758,8206.5
Jun 11 2025 18:32:37.899 UTC,1749684758,8230.3
Jun 11 2025 18:32:38.000 UTC,1749684758,8253.7
Jun 11 2025 18:32:38.199 UTC,1749684758,8298.6
Jun 11 2025 18:32:38.399 UTC,1749684758,8342.7
Jun 11 2025 18:32:38.499 UTC,1749684758,8364.6
Jun 11 2025 18:32:38.599 UTC,1749684759,8386.3
Jun 11 2025 18:32:38.699 UTC,1749684759,8407.5
Jun 11 2025 18:32:38.799 UTC,1749684759,8428.4
Jun 11 2025 18:32:38.899 UTC,1749684759,8448.9
Jun 11 2025 18:32:39.199 UTC,1749684759,8508.1
Jun 11 2025 18:32:39.299 UTC,1749684759,8527
Jun 11 2025 18:32:39.399 UTC,1749684759,8545.6
Jun 11 2025 18:32:39.499 UTC,1749684759,8563.8
Jun 11 2025 18:32:39.599 UTC,1749684760,8581.8
Jun 11 2025 18:32:39.699 UTC,1749684760,8600
Jun 11 2025 18:32:39.799 UTC,1749684760,8618
Jun 11 2025 18:32:39.899 UTC,1749684760,8635.5
Jun 11 2025 18:32:40.099 UTC,1749684760,8668.8
Jun 11 2025 18:32:40.299 UTC,1749684760,8700.6
Jun 11 2025 18:32:40.399 UTC,1749684760,8716
Jun 11 2025 18:32:40.499 UTC,1749684760,8730.9
Jun 11 2025 18:32:40.599 UTC,1749684761,8745.5
Jun 11 2025 18:32:40.699 UTC,1749684761,8759.6
Jun 11 2025 18:32:40.799 UTC,1749684761,8773.5
Jun 11 2025 18:32:40.899 UTC,1749684761,8787.2
Jun 11 2025 18:32:41.099 UTC,1749684761,8813.1
Jun 11 2025 18:32:41.299 UTC,1749684761,8837.8
Jun 11 2025 18:32:41.399 UTC,1749684761,8849.7
Jun 11 2025 18:32:41.499 UTC,1749684761,8861.7
Jun 11 2025 18:32:41.599 UTC,1749684762,8873
Jun 11 2025 18:32:41.699 UTC,1749684762,8883.9
Jun 11 2025 18:32:41.799 UTC,1749684762,8894.6
Jun 11 2025 18:32:41.899 UTC,1749684762,8904.9
Jun 11 2025 18:32:42.000 UTC,1749684762,8914.8
Jun 11 2025 18:32:42.199 UTC,1749684762,8933.6
Jun 11 2025 18:32:42.299 UTC,1749684762,8942.6
Jun 11 2025 18:32:42.399 UTC,1749684762,8951.1
Jun 11 2025 18:32:42.499 UTC,1749684762,8959.4
Jun 11 2025 18:32:42.699 UTC,1749684763,8974.9
Jun 11 2025 18:32:42.799 UTC,1749684763,8982.1
Jun 11 2025 18:32:42.899 UTC,1749684763,8989
Jun 11 2025 18:32:43.000 UTC,1749684763,8995.6
Jun 11 2025 18:32:43.199 UTC,1749684763,9007.7
Jun 11 2025 18:32:43.299 UTC,1749684763,9013.1
Jun 11 2025 18:32:43.399 UTC,1749684763,9018.2
Jun 11 2025 18:32:43.499 UTC,1749684763,9022.9
Jun 11 2025 18:32:43.699 UTC,1749684764,9031.4
Jun 11 2025 18:32:43.799 UTC,1749684764,9035.3
Jun 11 2025 18:32:43.899 UTC,1749684764,9038.8
Jun 11 2025 18:32:44.000 UTC,1749684764,9042.2
Jun 11 2025 18:32:44.199 UTC,1749684764,9048.1
Jun 11 2025 18:32:44.299 UTC,1749684764,9050.6
Jun 11 2025 18:32:44.399 UTC,1749684764,9052.8
Jun 11 2025 18:32:44.499 UTC,1749684764,9054.7
Jun 11 2025 18:32:44.699 UTC,1749684765,9057.6
Jun 11 2025 18:32:44.799 UTC,1749684765,9058.6
Jun 11 2025 18:32:44.899 UTC,1749684765,9059.4
Jun 11 2025 18:32:45.000 UTC,1749684765,9060.4
Jun 11 2025 18:32:45.199 UTC,1749684765,9061.1
Jun 11 2025 18:32:45.299 UTC,1749684765,9062
Jun 11 2025 18:32:45.399 UTC,1749684765,9063.8
Jun 11 2025 18:32:45.499 UTC,1749684765,9065.9
Jun 11 2025 18:32:45.599 UTC,1749684766,9069.1
Jun 11 2025 18:32:45.699 UTC,1749684766,9072.5
Jun 11 2025 18:32:45.799 UTC,1749684766,9075.5
Jun 11 2025 18:32:45.899 UTC,1749684766,9077.8
Jun 11 2025 18:32:46.000 UTC,1749684766,9079.7
Jun 11 2025 18:32:46.199 UTC,1749684766,9084.3
Jun 11 2025 18:32:46.299 UTC,1749684766,9084
Jun 11 2025 18:32:46.399 UTC,1749684766,9082.3
Jun 11 2025 18:32:46.499 UTC,1749684766,9079.7
Jun 11 2025 18:32:46.599 UTC,1749684767,9076.5
Jun 11 2025 18:32:46.699 UTC,1749684767,9071.8
Jun 11 2025 18:32:46.799 UTC,1749684767,9066
Jun 11 2025 18:32:47.000 UTC,1749684767,9054.6
Jun 11 2025 18:32:47.199 UTC,1749684767,9040.2
Jun 11 2025 18:32:47.299 UTC,1749684767,9031.7
Jun 11 2025 18:32:47.399 UTC,1749684767,9023.1
Jun 11 2025 18:32:47.499 UTC,1749684767,9015.2
Jun 11 2025 18:32:47.599 UTC,1749684768,9023.1
Jun 11 2025 18:32:47.699 UTC,1749684768,9023.1
Jun 11 2025 18:32:47.899 UTC,1749684768,9020.9
Jun 11 2025 18:32:48.099 UTC,1749684768,9017.5
Jun 11 2025 18:32:48.199 UTC,1749684768,9015.1
Jun 11 2025 18:32:48.299 UTC,1749684768,9012.5
Jun 11 2025 18:32:48.399 UTC,1749684768,9011.2
Jun 11 2025 18:32:48.499 UTC,1749684768,9009.3
Jun 11 2025 18:32:50.000 UTC,1749684770,8959.9
Jun 11 2025 18:32:51.000 UTC,1749684771,8910.6
Jun 11 2025 18:32:52.000 UTC,1749684772,8863.1
Jun 11 2025 18:32:53.000 UTC,1749684773,8810.1
Jun 11 2025 18:32:54.000 UTC,1749684774,8743.5
Jun 11 2025 18:32:55.000 UTC,1749684775,8687.5
Jun 11 2025 18:32:56.000 UTC,1749684776,8645.2
Jun 11 2025 18:32:57.000 UTC,1749684777,8589.6
Jun 11 2025 18:32:58.000 UTC,1749684778,8537.1
Jun 11 2025 18:32:59.000 UTC,1749684779,8482.2
Jun 11 2025 18:33:00.000 UTC,1749684780,8427.9
Jun 11 2025 18:33:01.000 UTC,1749684781,8366
Jun 11 2025 18:33:02.000 UTC,1749684782,8303.8
Jun 11 2025 18:33:03.000 UTC,1749684783,8243.9
Jun 11 2025 18:33:04.000 UTC,1749684784,8184
Jun 11 2025 18:33:05.000 UTC,1749684785,8127.8
Jun 11 2025 18:33:06.000 UTC,1749684786,8071
Jun 11 2025 18:33:07.000 UTC,1749684787,8017.9
Jun 11 2025 18:33:08.000 UTC,1749684788,7963.6
Jun 11 2025 18:33:09.000 UTC,1749684789,7910.4
Jun 11 2025 18:33:10.000 UTC,1749684790,7860.4
Jun 11 2025 18:33:11.000 UTC,1749684791,7812.3
Jun 11 2025 18:33:12.000 UTC,1749684792,7762.9
Jun 11 2025 18:33:13.000 UTC,1749684793,7716
Jun 11 2025 18:33:14.000 UTC,1749684794,7665.9
Jun 11 2025 18:33:15.000 UTC,1749684795,7618.2
Jun 11 2025 18:33:16.000 UTC,1749684796,7575
Jun 11 2025 18:33:17.000 UTC,1749684797,7529.7
Jun 11 2025 18:33:18.000 UTC,1749684798,7482.4
Jun 11 2025 18:33:19.000 UTC,1749684799,7435.7
Jun 11 2025 18:33:20.000 UTC,1749684800,7393.2
Jun 11 2025 18:33:21.000 UTC,1749684801,7350.7
Jun 11 2025 18:33:22.000 UTC,1749684802,7305.9
Jun 11 2025 18:33:23.000 UTC,1749684803,7257
Jun 11 2025 18:33:24.000 UTC,1749684804,7216.1
Jun 11 2025 18:33:25.000 UTC,1749684805,7172.4
Jun 11 2025 18:33:26.000 UTC,1749684806,7126.4
Jun 11 2025 18:33:27.000 UTC,1749684807,7079.6
Jun 11 2025 18:33:28.000 UTC,1749684808,7031.3
Jun 11 2025 18:33:29.000 UTC,1749684809,6984.7
Jun 11 2025 18:33:30.000 UTC,1749684810,6938.8
Jun 11 2025 18:33:31.000 UTC,1749684811,6890.1
Jun 11 2025 18:33:32.000 UTC,1749684812,6843.1
Jun 11 2025 18:33:33.000 UTC,1749684813,6801.6
Jun 11 2025 18:33:34.000 UTC,1749684814,6754.2
Jun 11 2025 18:33:35.000 UTC,1749684815,6707.5
Jun 11 2025 18:33:36.000 UTC,1749684816,6660.9
Jun 11 2025 18:33:37.000 UTC,1749684817,6611.6
Jun 11 2025 18:33:38.000 UTC,1749684818,6563
Jun 11 2025 18:33:39.000 UTC,1749684819,6513.7
Jun 11 2025 18:33:40.000 UTC,1749684820,6464.4
Jun 11 2025 18:33:42.000 UTC,1749684822,6371
Jun 11 2025 18:33:43.000 UTC,1749684823,6326.8
Jun 11 2025 18:33:44.000 UTC,1749684824,6278.7
Jun 11 2025 18:33:45.000 UTC,1749684825,6237.4
Jun 11 2025 18:33:46.000 UTC,1749684826,6191.3
Jun 11 2025 18:33:47.000 UTC,1749684827,6147.9
Jun 11 2025 18:33:48.000 UTC,1749684828,6103.5
Jun 11 2025 18:33:49.000 UTC,1749684829,6057.7
Jun 11 2025 18:33:50.000 UTC,1749684830,6008.4
Jun 11 2025 18:33:51.000 UTC,1749684831,5962.4
Jun 11 2025 18:33:52.000 UTC,1749684832,5919.1
Jun 11 2025 18:33:53.000 UTC,1749684833,5872.8
Jun 11 2025 18:33:54.000 UTC,1749684834,5825
Jun 11 2025 18:33:55.000 UTC,1749684835,5779.2
Jun 11 2025 18:33:56.000 UTC,1749684836,5732.3
Jun 11 2025 18:33:57.000 UTC,1749684837,5685.5
Jun 11 2025 18:33:58.000 UTC,1749684838,5637.3
Jun 11 2025 18:33:59.000 UTC,1749684839,5590.5
Jun 11 2025 18:34:00.000 UTC,1749684840,5543.3
Jun 11 2025 18:34:01.000 UTC,1749684841,5489
Jun 11 2025 18:34:02.000 UTC,1749684842,5435.7
Jun 11 2025 18:34:03.000 UTC,1749684843,5393.6
Jun 11 2025 18:34:04.000 UTC,1749684844,5351.5
Jun 11 2025 18:34:05.000 UTC,1749684845,5307.2
Jun 11 2025 18:34:06.000 UTC,1749684846,5260.4
Jun 11 2025 18:34:07.000 UTC,1749684847,5218.3
Jun 11 2025 18:34:08.000 UTC,1749684848,5175.2
Jun 11 2025 18:34:09.000 UTC,1749684849,5128.7
Jun 11 2025 18:34:10.000 UTC,1749684850,5082.7
Jun 11 2025 18:34:11.000 UTC,1749684851,5037.9
Jun 11 2025 18:34:12.000 UTC,1749684852,4995.3
Jun 11 2025 18:34:13.000 UTC,1749684853,4950.5
Jun 11 2025 18:34:14.000 UTC,1749684854,4904.9
Jun 11 2025 18:34:15.000 UTC,1749684855,4857.9
Jun 11 2025 18:34:16.000 UTC,1749684856,4814.3
Jun 11 2025 18:34:17.000 UTC,1749684857,4772.9
Jun 11 2025 18:34:18.000 UTC,1749684858,4728.7
Jun 11 2025 18:34:19.000 UTC,1749684859,4685.7
Jun 11 2025 18:34:20.000 UTC,1749684860,4642.2
Jun 11 2025 18:34:21.000 UTC,1749684861,4596.7
Jun 11 2025 18:34:24.000 UTC,1749684864,4465.5
Jun 11 2025 18:34:25.000 UTC,1749684865,4420.3
Jun 11 2025 18:34:26.000 UTC,1749684866,4374.7
Jun 11 2025 18:34:27.000 UTC,1749684867,4330.7
Jun 11 2025 18:34:28.000 UTC,1749684868,4281.4
Jun 11 2025 18:34:29.000 UTC,1749684869,4235.2
Jun 11 2025 18:34:30.000 UTC,1749684870,4189.3
Jun 11 2025 18:34:31.000 UTC,1749684871,4145
Jun 11 2025 18:34:33.000 UTC,1749684873,4041
Jun 11 2025 18:34:34.000 UTC,1749684874,3997.7
Jun 11 2025 18:34:35.000 UTC,1749684875,3955
Jun 11 2025 18:34:36.000 UTC,1749684876,3910.4
Jun 11 2025 18:34:37.000 UTC,1749684877,3865.2
Jun 11 2025 18:34:38.000 UTC,1749684878,3820.3
Jun 11 2025 18:34:39.000 UTC,1749684879,3776
Jun 11 2025 18:34:40.000 UTC,1749684880,3729.3
Jun 11 2025 18:34:41.000 UTC,1749684881,3683.1
Jun 11 2025 18:34:42.000 UTC,1749684882,3638.3
Jun 11 2025 18:34:43.000 UTC,1749684883,3597.9
Jun 11 2025 18:34:44.000 UTC,1749684884,3554.2
Jun 11 2025 18:34:45.000 UTC,1749684885,3506.6
Jun 11 2025 18:34:46.000 UTC,1749684886,3459.5
Jun 11 2025 18:34:47.000 UTC,1749684887,3414
Jun 11 2025 18:34:48.000 UTC,1749684888,3367.2
Jun 11 2025 18:34:49.000 UTC,1749684889,3321.8
Jun 11 2025 18:34:50.000 UTC,1749684890,3275.4
Jun 11 2025 18:34:51.000 UTC,1749684891,3229.3
Jun 11 2025 18:34:52.000 UTC,1749684892,3182.7
Jun 11 2025 18:34:53.000 UTC,1749684893,3137.8
Jun 11 2025 18:34:55.000 UTC,1749684895,3044.7
Jun 11 2025 18:34:56.000 UTC,1749684896,2994.3
Jun 11 2025 18:34:57.000 UTC,1749684897,2945
Jun 11 2025 18:34:58.000 UTC,1749684898,2898.2
Jun 11 2025 18:34:59.000 UTC,1749684899,2850.9
Jun 11 2025 18:35:00.000 UTC,1749684900,2802.2
Jun 11 2025 18:35:01.000 UTC,1749684901,2752.4
Jun 11 2025 18:35:02.000 UTC,1749684902,2703.6
Jun 11 2025 18:35:03.000 UTC,1749684903,2651.4
Jun 11 2025 18:35:04.000 UTC,1749684904,2601.8
Jun 11 2025 18:35:05.000 UTC,1749684905,2550.7
Jun 11 2025 18:35:06.000 UTC,1749684906,2497.4
Jun 11 2025 18:35:07.000 UTC,1749684907,2442.8
Jun 11 2025 18:35:08.000 UTC,1749684908,2392
Jun 11 2025 18:35:09.000 UTC,1749684909,2340.7
Jun 11 2025 18:35:10.000 UTC,1749684910,2287.9
Jun 11 2025 18:35:11.000 UTC,1749684911,2238
Jun 11 2025 18:35:12.000 UTC,1749684912,2184.8
Jun 11 2025 18:35:13.000 UTC,1749684913,2130.7
Jun 11 2025 18:35:14.000 UTC,1749684914,2077.9
Jun 11 2025 18:35:15.000 UTC,1749684915,2028
Jun 11 2025 18:35:16.000 UTC,1749684916,1977.2
Jun 11 2025 18:35:17.000 UTC,1749684917,1926.9
Jun 11 2025 18:35:18.000 UTC,1749684918,1878.5
Jun 11 2025 18:35:19.000 UTC,1749684919,1828.4
Jun 11 2025 18:35:20.000 UTC,1749684920,1778.7
Jun 11 2025 18:35:21.000 UTC,1749684921,1727.4
Jun 11 2025 18:35:22.000 UTC,1749684922,1676.4
Jun 11 2025 18:35:23.000 UTC,1749684923,1628.3
Jun 11 2025 18:35:24.000 UTC,1749684924,1579.2
Jun 11 2025 18:35:25.000 UTC,1749684925,1528.3
Jun 11 2025 18:35:26.000 UTC,1749684926,1476.2
Jun 11 2025 18:35:27.000 UTC,1749684927,1422.2
Jun 11 2025 18:35:28.000 UTC,1749684928,1370
Jun 11 2025 18:35:29.000 UTC,1749684929,1317.6
Jun 11 2025 18:35:30.000 UTC,1749684930,1264.9
Jun 11 2025 18:35:31.000 UTC,1749684931,1212.3
Jun 11 2025 18:35:32.000 UTC,1749684932,1160.2
Jun 11 2025 18:35:33.000 UTC,1749684933,1107
Jun 11 2025 18:35:34.000 UTC,1749684934,1053.6
Jun 11 2025 18:35:35.000 UTC,1749684935,998.1
Jun 11 2025 18:35:37.000 UTC,1749684937,895.2
Jun 11 2025 18:35:41.000 UTC,1749684941,700.3
Jun 11 2025 18:35:42.000 UTC,1749684942,650.1
Jun 11 2025 18:35:43.000 UTC,1749684943,599.3
Jun 11 2025 18:35:44.000 UTC,1749684944,552.1
Jun 11 2025 18:35:45.000 UTC,1749684945,504.7
Jun 11 2025 18:35:46.000 UTC,1749684946,455.6
Jun 11 2025 18:35:47.000 UTC,1749684947,406.9
Jun 11 2025 18:35:48.000 UTC,1749684948,360.6
Jun 11 2025 18:35:49.000 UTC,1749684949,314.9
Jun 11 2025 18:35:50.000 UTC,1749684950,269.9
Jun 11 2025 18:35:51.000 UTC,1749684951,224.6
Jun 11 2025 18:35:52.000 UTC,1749684952,180.5
Jun 11 2025 18:35:53.000 UTC,1749684953,133.1
Jun 11 2025 18:35:54.000 UTC,1749684954,84.7
Jun 11 2025 18:35:55.000 UTC,1749684955,39.8
Jun 11 2025 18:35:56.000 UTC,1749684956,0.8
Jun 11 2025 18:35:57.000 UTC,1749684957,0.6
Jun 11 2025 18:35:58.000 UTC,1749684958,0.4
Jun 11 2025 18:35:59.000 UTC,1749684959,2.2
Jun 11 2025 18:36:00.000 UTC,1749684960,3.3
Jun 11 2025 18:36:03.000 UTC,1749684963,3.2
Jun 11 2025 18:36:04.000 UTC,1749684964,3.8
Jun 11 2025 18:36:05.000 UTC,1749684965,2.3
Jun 11 2025 18:36:06.000 UTC,1749684966,0.3
Jun 11 2025 18:36:07.000 UTC,1749684967,-0.2
Jun 11 2025 18:36:08.000 UTC,1749684968,-1.3
Jun 11 2025 18:36:09.000 UTC,1749684969,-2.4
Jun 11 2025 18:36:10.000 UTC,1749684970,-2.2
Jun 11 2025 18:36:11.000 UTC,1749684971,-0.9
Jun 11 2025 18:36:12.000 UTC,1749684972,-0.3
Jun 11 2025 18:36:13.000 UTC,1749684973,-0.5
Jun 11 2025 18:36:14.000 UTC,1749684974,-1.3
Jun 11 2025 18:36:15.000 UTC,1749684975,1.9
Jun 11 2025 18:36:17.000 UTC,1749684977,4.5
Jun 11 2025 18:36:18.000 UTC,1749684978,5
Jun 11 2025 18:36:18.000 UTC,1749684978,5
